ID,datekey,Canal,Cliente,Segmento,Vehiculo,Costo Vehículo,Precio Venta sin IGV,IGV,Sede,Vendedor
1224,20161214,1,809,Persona,93,16751.329,23284.3472,0.18,4,12
1225,20161214,1,1141,Persona,19,16960.2,25270.698,0.18,4,12
1226,20161214,1,241,Persona,31,16480.0186,24060.8272,0.18,4,12
1227,20161214,1,784,Persona,39,17190.856,22691.9299,0.18,4,12
2229,20161021,1,1055,Persona,145,17365.5349,25874.647,0.18,4,12
2230,20161021,1,799,Persona,90,17323.1615,23386.2681,0.18,4,12
2231,20161021,1,1133,Persona,81,17382.9556,26422.0924,0.18,4,12
2232,20161021,1,498,Persona,71,17776.2143,24175.6514,0.18,4,12
2735,20160922,1,99,Persona,64,17115.1125,23618.8552,0.18,4,12
2736,20160922,1,973,Persona,169,17928.3266,25996.0735,0.18,4,12
2737,20160922,1,806,Persona,99,17414.9711,27863.9537,0.18,4,12
2738,20160922,1,725,Persona,64,17115.1125,24303.4598,0.18,4,12
2783,20160918,1,521,Persona,138,17348.4811,24808.328,0.18,4,12
2784,20160918,1,263,Persona,128,17474.2759,27609.3559,0.18,4,12
2785,20160918,1,498,Persona,17,18067.7118,25114.1194,0.18,4,12
2786,20160918,1,676,Persona,127,17831.8761,28352.683,0.18,4,12
2870,20160912,1,927,Persona,112,17400.1259,27840.2015,0.18,4,12
2871,20160912,1,1003,Persona,85,17594.584,25336.201,0.18,4,12
2872,20160912,1,941,Persona,179,17459.2253,24966.6922,0.18,4,12
2873,20160912,1,1090,Persona,13,17250.3325,26393.0088,0.18,4,12
3567,20160729,1,1058,Persona,63,17379.3034,26937.9203,0.18,4,12
3568,20160729,1,788,Persona,41,17558.8369,25460.3135,0.18,4,12
3569,20160729,1,1071,Persona,106,17558.5944,27391.4072,0.18,4,12
3570,20160729,1,871,Persona,91,18290.6647,28533.4369,0.18,4,12
3900,20160714,1,667,Persona,124,17481.4583,26047.3729,0.18,4,12
3901,20160714,1,479,Persona,95,17671.2468,27037.0075,0.18,4,12
3902,20160714,1,545,Persona,64,17115.1125,26699.5755,0.18,4,12
3903,20160714,1,110,Persona,28,17717.6137,24273.1308,0.18,4,12
4308,20160621,1,889,Persona,109,17631.1562,24154.684,0.18,4,12
4309,20160621,1,1138,Persona,50,16277.7973,23440.0281,0.18,4,12
4310,20160621,1,1135,Persona,34,17408.408,25068.1075,0.18,4,12
4311,20160621,1,552,Persona,151,17111.3824,25153.7321,0.18,4,12
4747,20160528,1,749,Persona,102,17736.3395,23234.6047,0.18,4,12
4748,20160528,1,20,Persona,136,17564.6927,25293.1575,0.18,4,12
4749,20160528,1,405,Persona,62,17052.0326,23531.805,0.18,4,12
4750,20160528,1,534,Persona,130,17890.893,28446.5198,0.18,4,12
5510,20160417,1,70,Persona,65,17051.4158,27111.7511,0.18,4,12
5511,20160417,1,438,Persona,6,17052.4917,22850.3388,0.18,4,12
5512,20160417,1,181,Persona,174,17365.9725,23965.042,0.18,4,12
5513,20160417,1,215,Persona,106,17558.5944,25986.7197,0.18,4,12
5541,20160415,1,239,Persona,21,17975.7649,26963.6473,0.18,4,12
5542,20160415,1,1014,Persona,176,17551.2512,23694.1892,0.18,4,12
5543,20160415,1,831,Persona,7,17720.0447,24276.4613,0.18,4,12
5544,20160415,1,547,Persona,64,17115.1125,25501.5176,0.18,4,12
6622,20160215,1,364,Persona,158,17344.6449,25149.7352,0.18,4,12
6623,20160215,1,384,Persona,41,17558.8369,24933.5484,0.18,4,12
6624,20160215,1,827,Persona,93,16751.329,25629.5333,0.18,4,12
6625,20160215,1,527,Persona,163,17730.2222,24113.1022,0.18,4,12
7841,20151210,1,593,Persona,103,17950.1111,28720.1778,0.18,4,12
7842,20151210,1,633,Persona,109,17631.1562,22920.503,0.18,4,12
7843,20151210,1,515,Persona,24,17133.0786,25014.2947,0.18,4,12
7844,20151210,1,841,Persona,40,16916.2522,24697.7282,0.18,4,12
7998,20151202,1,234,Persona,131,16901.265,27042.024,0.18,4,12
7999,20151202,1,878,Persona,26,17178.5023,25424.1834,0.18,4,12
8000,20151202,1,371,Persona,19,16960.2,23913.882,0.18,4,12
8001,20151202,1,568,Persona,112,17400.1259,27666.2002,0.18,4,12
8506,20151104,1,698,Persona,33,17013.6929,22628.2115,0.18,4,12
8507,20151104,1,533,Persona,159,17331.0141,24090.1096,0.18,4,12
8508,20151104,1,399,Persona,52,17750.2457,24495.3391,0.18,4,12
8509,20151104,1,830,Persona,48,17018.6602,22124.2583,0.18,4,12
9669,20150904,1,41,Persona,120,17585.6071,24092.2818,0.18,4,12
9670,20150904,1,1133,Persona,96,17142.037,24341.6926,0.18,4,12
9671,20150904,1,76,Persona,31,16480.0186,23072.026,0.18,4,12
9672,20150904,1,459,Persona,64,17115.1125,23276.553,0.18,4,12
9754,20150830,1,136,Persona,54,17780.12,27025.7824,0.18,4,12
9755,20150830,1,406,Persona,10,16247.0667,24533.0707,0.18,4,12
9756,20150830,1,790,Persona,49,17269.32,24867.8208,0.18,4,12
9757,20150830,1,420,Persona,69,17785.2776,23298.7137,0.18,4,12
9880,20150822,1,576,Persona,162,18489.8026,25700.8256,0.18,4,12
9881,20150822,1,537,Persona,105,18157.1783,26872.6239,0.18,4,12
9882,20150822,1,650,Persona,71,17776.2143,25242.2243,0.18,4,12
9883,20150822,1,77,Persona,82,17657.1417,27015.4268,0.18,4,12
10061,20150814,1,836,Persona,7,17720.0447,28352.0716,0.18,4,12
10062,20150814,1,386,Persona,125,17255.4857,26400.8931,0.18,4,12
10063,20150814,1,689,Persona,66,18315.015,25824.1712,0.18,4,12
10064,20150814,1,171,Persona,139,17052.093,24896.0557,0.18,4,12
10093,20150813,1,291,Persona,161,16580.2274,24870.3411,0.18,4,12
10094,20150813,1,18,Persona,15,17195.1571,22353.7043,0.18,4,12
10095,20150813,1,543,Persona,69,17785.2776,28456.4442,0.18,4,12
10096,20150813,1,1070,Persona,48,17018.6602,25527.9904,0.18,4,12
10475,20150726,1,1077,Persona,2,16713.2222,23732.7756,0.18,4,12
10476,20150726,1,558,Persona,42,17564.1448,25819.2929,0.18,4,12
10477,20150726,1,115,Persona,53,16746.6324,25119.9486,0.18,4,12
10478,20150726,1,402,Persona,132,17145.7891,27261.8047,0.18,4,12
10706,20150714,1,74,Persona,1,16766.9526,23138.3946,0.18,4,12
10707,20150714,1,594,Persona,35,17928.1954,28505.8306,0.18,4,12
10708,20150714,1,901,Persona,143,17615.8517,23252.9242,0.18,4,12
10709,20150714,1,1120,Persona,35,17928.1954,27609.4208,0.18,4,12
10943,20150701,1,427,Persona,101,17492.7954,25014.6975,0.18,4,12
10944,20150701,1,469,Persona,38,18084.4457,25499.0685,0.18,4,12
10945,20150701,1,897,Persona,75,16943.3838,27109.414,0.18,4,12
10946,20150701,1,992,Persona,15,17195.1571,23729.3169,0.18,4,12
10986,20150629,1,943,Persona,81,17382.9556,22597.8422,0.18,4,12
10987,20150629,1,1085,Persona,79,17682.6483,28292.2372,0.18,4,12
10988,20150629,1,592,Persona,77,17265.6593,23999.2664,0.18,4,12
11179,20150616,1,83,Persona,1,16766.9526,24144.4118,0.18,4,12
11180,20150616,1,526,Persona,174,17365.9725,24138.7018,0.18,4,12
11181,20150616,1,292,Persona,148,16964.9592,22393.7462,0.18,4,12
11883,20150512,1,10,Persona,65,17051.4158,26941.237,0.18,4,12
11884,20150512,1,706,Persona,66,18315.015,25457.8708,0.18,4,12
11885,20150512,1,191,Persona,115,18308.6794,24899.804,0.18,4,12
11886,20150512,1,568,Persona,11,17262.6083,22441.3908,0.18,4,12
12382,20150411,1,329,Persona,155,17907.6649,26324.2674,0.18,4,12
12383,20150411,1,718,Persona,152,16594.1316,24393.3735,0.18,4,12
12384,20150411,1,566,Persona,36,17591.0,24627.4,0.18,4,12
12531,20150402,1,979,Persona,60,17267.65,23484.004,0.18,4,12
12532,20150402,1,1092,Persona,96,17142.037,25198.7944,0.18,4,12
12533,20150402,1,326,Persona,134,17904.3146,27393.6014,0.18,4,12
12534,20150402,1,1001,Persona,158,17344.6449,24976.2887,0.18,4,12
12578,20150330,1,17,Persona,157,18057.8296,25280.9615,0.18,4,12
12579,20150330,1,1024,Persona,96,17142.037,24341.6926,0.18,4,12
12580,20150330,1,1001,Persona,111,17418.8217,27870.1148,0.18,4,12
12675,20150324,1,763,Persona,163,17730.2222,25531.52,0.18,4,12
12676,20150324,1,933,Persona,122,16910.643,25196.8581,0.18,4,12
12677,20150324,1,493,Persona,168,17486.2304,25005.3095,0.18,4,12
12678,20150324,1,733,Persona,127,17831.8761,28174.3642,0.18,4,12
12743,20150320,1,1086,Persona,9,17021.548,26553.615,0.18,4,12
12744,20150320,1,608,Persona,17,18067.7118,27824.2761,0.18,4,12
12745,20150320,1,735,Persona,165,16851.875,22581.5125,0.18,4,12
12746,20150320,1,339,Persona,41,17558.8369,27567.3739,0.18,4,12
13861,20150118,1,336,Persona,93,16751.329,22279.2675,0.18,4,12
13862,20150118,1,241,Persona,108,18215.7071,28416.5031,0.18,4,12
13863,20150118,1,1164,Persona,123,18127.1475,24290.3776,0.18,4,12
13864,20150118,1,885,Persona,50,16277.7973,26044.4757,0.18,4,12
537,20170119,3,143,Persona,102,17736.3395,28378.1432,0.18,4,12
538,20170119,3,867,Persona,179,17459.2253,23569.9542,0.18,4,12
539,20170119,3,1146,Persona,151,17111.3824,24127.0491,0.18,4,12
540,20170119,3,645,Persona,4,17688.2122,23348.4401,0.18,4,12
802,20170105,3,614,Persona,13,17250.3325,24150.4655,0.18,4,12
803,20170105,3,921,Persona,144,17190.175,22691.031,0.18,4,12
804,20170105,3,189,Persona,100,18028.7368,27403.68,0.18,4,12
805,20170105,3,669,Persona,99,17414.9711,26993.2052,0.18,4,12
1051,20161223,3,712,Persona,36,17591.0,24803.31,0.18,4,12
1052,20161223,3,507,Persona,44,17856.9977,24464.0868,0.18,4,12
1053,20161223,3,218,Persona,21,17975.7649,23728.0096,0.18,4,12
1054,20161223,3,247,Persona,87,17910.5681,27044.9578,0.18,4,12
1197,20161215,3,1179,Persona,54,17780.12,27381.3848,0.18,4,12
1198,20161215,3,999,Persona,39,17190.856,22520.0214,0.18,4,12
1199,20161215,3,170,Persona,58,17594.3922,25159.9809,0.18,4,12
1200,20161215,3,238,Persona,38,18084.4457,28754.2687,0.18,4,12
1388,20161205,3,648,Persona,74,18009.6518,26294.0917,0.18,4,12
1389,20161205,3,997,Persona,173,17446.5585,26867.7002,0.18,4,12
1390,20161205,3,365,Persona,72,17714.4702,24800.2583,0.18,4,12
1471,20161201,3,922,Persona,135,17744.5793,28213.8811,0.18,4,12
1472,20161201,3,198,Persona,165,16851.875,23761.1438,0.18,4,12
1473,20161201,3,385,Persona,87,17910.5681,23283.7385,0.18,4,12
1474,20161201,3,960,Persona,127,17831.8761,27282.7704,0.18,4,12
1808,20161113,3,195,Persona,173,17446.5585,27216.6313,0.18,4,12
1809,20161113,3,1055,Persona,98,17906.5446,28471.4059,0.18,4,12
1810,20161113,3,464,Persona,162,18489.8026,27549.8059,0.18,4,12
1811,20161113,3,556,Persona,54,17780.12,27381.3848,0.18,4,12
2338,20161013,3,1113,Persona,69,17785.2776,23654.4193,0.18,4,12
2339,20161013,3,915,Persona,124,17481.4583,24998.4854,0.18,4,12
2340,20161013,3,161,Persona,55,17777.94,26666.91,0.18,4,12
2977,20160907,3,267,Persona,53,16746.6324,23277.8191,0.18,4,12
2978,20160907,3,1123,Persona,12,17374.121,27277.37,0.18,4,12
2979,20160907,3,284,Persona,149,17525.4202,24009.8257,0.18,4,12
2980,20160907,3,224,Persona,28,17717.6137,28348.1819,0.18,4,12
3178,20160822,3,620,Persona,124,17481.4583,27795.5188,0.18,4,12
3179,20160822,3,241,Persona,6,17052.4917,25578.7375,0.18,4,12
3180,20160822,3,787,Persona,171,16709.9392,23393.9149,0.18,4,12
3181,20160822,3,733,Persona,16,17717.8557,25159.3551,0.18,4,12
3590,20160728,3,355,Persona,163,17730.2222,26949.9378,0.18,4,12
3591,20160728,3,1149,Persona,110,17185.4921,27496.7874,0.18,4,12
3592,20160728,3,997,Persona,128,17474.2759,26910.3848,0.18,4,12
3593,20160728,3,429,Persona,42,17564.1448,27575.7074,0.18,4,12
3684,20160723,3,506,Persona,38,18084.4457,24775.6906,0.18,4,12
3685,20160723,3,716,Persona,107,17260.4854,25718.1232,0.18,4,12
3686,20160723,3,321,Persona,154,17280.4071,26784.6311,0.18,4,12
4599,20160605,3,636,Persona,176,17551.2512,24045.2142,0.18,4,12
4600,20160605,3,1129,Persona,88,16966.7553,22056.7819,0.18,4,12
4601,20160605,3,1067,Persona,159,17331.0141,25476.5908,0.18,4,12
4602,20160605,3,422,Persona,150,17594.2658,23048.4882,0.18,4,12
5026,20160510,3,476,Persona,70,17297.2324,27675.5718,0.18,4,12
5027,20160510,3,19,Persona,163,17730.2222,28368.3556,0.18,4,12
5028,20160510,3,1128,Persona,74,18009.6518,24853.3196,0.18,4,12
5475,20160418,3,175,Persona,138,17348.4811,24461.3583,0.18,4,12
5476,20160418,3,699,Persona,107,17260.4854,26926.3572,0.18,4,12
5477,20160418,3,519,Persona,138,17348.4811,26716.6609,0.18,4,12
5478,20160418,3,985,Persona,127,17831.8761,24429.6702,0.18,4,12
6183,20160309,3,269,Persona,86,16950.05,22204.5655,0.18,4,12
6184,20160309,3,1107,Persona,43,18339.896,25675.8544,0.18,4,12
6185,20160309,3,13,Persona,162,18489.8026,27919.6019,0.18,4,12
6186,20160309,3,124,Persona,101,17492.7954,25539.4814,0.18,4,12
6825,20160204,3,371,Persona,51,17423.0083,24043.7515,0.18,4,12
6826,20160204,3,1086,Persona,79,17682.6483,26700.7989,0.18,4,12
6827,20160204,3,789,Persona,30,17312.688,24930.2707,0.18,4,12
6828,20160204,3,106,Persona,19,16960.2,26457.912,0.18,4,12
6919,20160129,3,649,Persona,84,18439.7743,23971.7066,0.18,4,12
6920,20160129,3,573,Persona,39,17190.856,26130.1011,0.18,4,12
6921,20160129,3,639,Persona,19,16960.2,25779.504,0.18,4,12
6922,20160129,3,553,Persona,107,17260.4854,24855.0989,0.18,4,12
7345,20160109,3,264,Persona,39,17190.856,25614.3754,0.18,4,12
7346,20160109,3,77,Persona,46,16640.1123,23961.7618,0.18,4,12
7347,20160109,3,4,Persona,54,17780.12,23114.156,0.18,4,12
7348,20160109,3,43,Persona,20,17542.8297,23156.5352,0.18,4,12
7352,20160109,3,286,Persona,112,17400.1259,22794.165,0.18,4,12
7353,20160109,3,1137,Persona,139,17052.093,26771.7859,0.18,4,12
7354,20160109,3,632,Persona,24,17133.0786,27070.2641,0.18,4,12
7355,20160109,3,627,Persona,54,17780.12,24003.162,0.18,4,12
7714,20151217,3,409,Persona,9,17021.548,23489.7363,0.18,4,12
7715,20151217,3,817,Persona,43,18339.896,24942.2586,0.18,4,12
7716,20151217,3,496,Persona,26,17178.5023,22503.838,0.18,4,12
7717,20151217,3,233,Persona,3,16966.2701,23922.4409,0.18,4,12
9002,20151011,3,779,Persona,84,18439.7743,27844.0592,0.18,4,12
9003,20151011,3,256,Persona,135,17744.5793,26616.869,0.18,4,12
9004,20151011,3,1090,Persona,108,18215.7071,28598.6602,0.18,4,12
9005,20151011,3,603,Persona,58,17594.3922,26391.5883,0.18,4,12
9034,20151009,3,452,Persona,73,17036.0651,25213.3764,0.18,4,12
9035,20151009,3,991,Persona,167,18199.8904,24751.851,0.18,4,12
9036,20151009,3,450,Persona,15,17195.1571,26136.6389,0.18,4,12
9037,20151009,3,95,Persona,116,17633.2773,23804.9243,0.18,4,12
9309,20150924,3,371,Persona,25,17496.8069,26770.1146,0.18,4,12
9310,20150924,3,661,Persona,22,17918.5433,27773.7421,0.18,4,12
9311,20150924,3,737,Persona,114,17789.32,23304.0092,0.18,4,12
9312,20150924,3,618,Persona,119,17266.89,24518.9838,0.18,4,12
9598,20150908,3,574,Persona,119,17266.89,25036.9905,0.18,4,12
9599,20150908,3,155,Persona,112,17400.1259,26448.1914,0.18,4,12
9600,20150908,3,107,Persona,98,17906.5446,23278.508,0.18,4,12
9654,20150904,3,546,Persona,12,17374.121,26061.1816,0.18,4,12
9655,20150904,3,725,Persona,173,17446.5585,25471.9755,0.18,4,12
9656,20150904,3,282,Persona,4,17688.2122,28124.2574,0.18,4,12
9657,20150904,3,236,Persona,151,17111.3824,22415.9109,0.18,4,12
9742,20150830,3,622,Persona,132,17145.7891,27433.2626,0.18,4,12
9743,20150830,3,1106,Persona,81,17382.9556,23293.1604,0.18,4,12
9744,20150830,3,879,Persona,114,17789.32,24905.048,0.18,4,12
9745,20150830,3,782,Persona,70,17297.2324,24562.0699,0.18,4,12
10042,20150814,3,974,Persona,19,16960.2,25440.3,0.18,4,12
10043,20150814,3,63,Persona,22,17918.5433,28490.4838,0.18,4,12
10044,20150814,3,897,Persona,12,17374.121,25366.2167,0.18,4,12
10045,20150814,3,743,Persona,86,16950.05,25933.5765,0.18,4,12
10184,20150808,3,957,Persona,129,17768.6268,26652.9402,0.18,4,12
10185,20150808,3,1022,Persona,133,17412.1905,25247.6762,0.18,4,12
10186,20150808,3,321,Persona,132,17145.7891,23489.7311,0.18,4,12
10823,20150707,3,80,Persona,149,17525.4202,24535.5883,0.18,4,12
10824,20150707,3,768,Persona,148,16964.9592,23750.9429,0.18,4,12
10825,20150707,3,29,Persona,125,17255.4857,22432.1314,0.18,4,12
10826,20150707,3,792,Persona,115,18308.6794,24350.5437,0.18,4,12
10834,20150706,3,367,Persona,129,17768.6268,28074.4304,0.18,4,12
10835,20150706,3,586,Persona,78,17115.384,24817.3068,0.18,4,12
10836,20150706,3,767,Persona,58,17594.3922,26391.5883,0.18,4,12
10837,20150706,3,916,Persona,160,16786.0843,23332.6572,0.18,4,12
11819,20150516,3,1097,Persona,68,17204.4696,25290.5703,0.18,4,12
11820,20150516,3,74,Persona,145,17365.5349,27437.5451,0.18,4,12
11821,20150516,3,256,Persona,132,17145.7891,25718.6837,0.18,4,12
11822,20150516,3,538,Persona,95,17671.2468,23326.0457,0.18,4,12
13749,20150122,3,511,Persona,82,17657.1417,27191.9982,0.18,4,12
13750,20150122,3,694,Persona,83,17259.0,26578.86,0.18,4,12
13751,20150122,3,188,Persona,43,18339.896,25125.6575,0.18,4,12
13764,20150121,3,1071,Persona,153,17178.9106,27486.2569,0.18,4,12
13765,20150121,3,25,Persona,42,17564.1448,25643.6514,0.18,4,12
13766,20150121,3,767,Persona,176,17551.2512,24396.2392,0.18,4,12
13767,20150121,3,584,Persona,135,17744.5793,28391.3269,0.18,4,12
172,20170208,5,329,Persona,132,17145.7891,25032.8521,0.18,4,12
173,20170208,5,759,Persona,153,17178.9106,26627.3114,0.18,4,12
174,20170208,5,671,Persona,114,17789.32,23659.7956,0.18,4,12
175,20170208,5,776,Persona,69,17785.2776,25966.5054,0.18,4,12
825,20170104,5,1031,Persona,154,17280.4071,23155.7456,0.18,4,12
826,20170104,5,144,Persona,114,17789.32,25972.4072,0.18,4,12
827,20170104,5,1027,Persona,63,17379.3034,25547.5761,0.18,4,12
828,20170104,5,1156,Persona,4,17688.2122,26001.6719,0.18,4,12
900,20161230,5,307,Persona,6,17052.4917,26431.3621,0.18,4,12
901,20161230,5,916,Persona,163,17730.2222,28368.3556,0.18,4,12
902,20161230,5,1067,Persona,169,17928.3266,24561.8074,0.18,4,12
2031,20161029,5,864,Persona,64,17115.1125,25843.8199,0.18,4,12
2032,20161029,5,363,Persona,125,17255.4857,25538.1189,0.18,4,12
2033,20161029,5,1107,Persona,163,17730.2222,27304.5422,0.18,4,12
2034,20161029,5,893,Persona,73,17036.0651,26405.9009,0.18,4,12
2700,20160923,5,543,Persona,14,16785.0514,24674.0256,0.18,4,12
2701,20160923,5,69,Persona,32,17718.1692,25691.3454,0.18,4,12
2702,20160923,5,771,Persona,106,17558.5944,27566.9932,0.18,4,12
2703,20160923,5,1075,Persona,90,17323.1615,24425.6578,0.18,4,12
2704,20160923,5,403,Persona,34,17408.408,22979.0986,0.18,4,12
2705,20160923,5,653,Persona,53,16746.6324,22942.8864,0.18,4,12
2706,20160923,5,861,Persona,3,16966.2701,25788.7306,0.18,4,12
2707,20160923,5,89,Persona,107,17260.4854,22438.631,0.18,4,12
3449,20160805,5,677,Persona,94,17430.6716,23182.7933,0.18,4,12
3450,20160805,5,892,Persona,13,17250.3325,22942.9423,0.18,4,12
3451,20160805,5,505,Persona,29,17691.8129,25299.2924,0.18,4,12
3452,20160805,5,205,Persona,14,16785.0514,24338.3246,0.18,4,12
3765,20160720,5,803,Persona,167,18199.8904,27299.8356,0.18,4,12
3766,20160720,5,307,Persona,99,17414.9711,22639.4624,0.18,4,12
3767,20160720,5,787,Persona,41,17558.8369,23704.4298,0.18,4,12
3768,20160720,5,1176,Persona,107,17260.4854,26581.1475,0.18,4,12
4809,20160520,5,903,Persona,57,17677.2,24924.852,0.18,4,12
4810,20160520,5,521,Persona,33,17013.6929,22628.2115,0.18,4,12
4811,20160520,5,21,Persona,178,17336.9475,23924.9876,0.18,4,12
4812,20160520,5,332,Persona,102,17736.3395,26072.419,0.18,4,12
4982,20160512,5,329,Persona,76,17616.371,28010.03,0.18,4,12
4983,20160512,5,1039,Persona,14,16785.0514,24674.0256,0.18,4,12
4984,20160512,5,966,Persona,132,17145.7891,25204.31,0.18,4,12
4985,20160512,5,858,Persona,59,18055.7447,24736.3703,0.18,4,12
5154,20160504,5,638,Persona,143,17615.8517,23957.5583,0.18,4,12
5155,20160504,5,1073,Persona,174,17365.9725,25701.6393,0.18,4,12
5156,20160504,5,769,Persona,151,17111.3824,26693.7565,0.18,4,12
5157,20160504,5,783,Persona,59,18055.7447,24194.698,0.18,4,12
5235,20160430,5,121,Persona,32,17718.1692,25514.1637,0.18,4,12
5236,20160430,5,1028,Persona,26,17178.5023,23019.1931,0.18,4,12
5237,20160430,5,91,Persona,158,17344.6449,24109.0565,0.18,4,12
5238,20160430,5,648,Persona,133,17412.1905,27163.0171,0.18,4,12
5369,20160423,5,199,Persona,178,17336.9475,22711.4012,0.18,4,12
5370,20160423,5,572,Persona,66,18315.015,23809.5195,0.18,4,12
5371,20160423,5,538,Persona,156,17112.6217,25668.9325,0.18,4,12
5412,20160421,5,750,Persona,68,17204.4696,27355.1066,0.18,4,12
5413,20160421,5,566,Persona,106,17558.5944,25811.1337,0.18,4,12
5414,20160421,5,562,Persona,132,17145.7891,22460.9838,0.18,4,12
5415,20160421,5,1088,Persona,174,17365.9725,25180.6601,0.18,4,12
6013,20160317,5,348,Persona,152,16594.1316,23231.7843,0.18,4,12
6014,20160317,5,238,Persona,138,17348.4811,23073.4798,0.18,4,12
6015,20160317,5,456,Persona,127,17831.8761,25142.9453,0.18,4,12
6016,20160317,5,588,Persona,6,17052.4917,25067.1628,0.18,4,12
6088,20160314,5,828,Persona,151,17111.3824,26351.5288,0.18,4,12
6089,20160314,5,38,Persona,123,18127.1475,28822.1645,0.18,4,12
6090,20160314,5,274,Persona,49,17269.32,23140.8888,0.18,4,12
6091,20160314,5,668,Persona,14,16785.0514,23834.773,0.18,4,12
6108,20160313,5,567,Persona,22,17918.5433,23652.4771,0.18,4,12
6109,20160313,5,339,Persona,116,17633.2773,24333.9226,0.18,4,12
6110,20160313,5,846,Persona,81,17382.9556,25552.9447,0.18,4,12
6111,20160313,5,437,Persona,134,17904.3146,26677.4288,0.18,4,12
6252,20160305,5,150,Persona,78,17115.384,23619.2299,0.18,4,12
6253,20160305,5,268,Persona,22,17918.5433,27773.7421,0.18,4,12
6254,20160305,5,36,Persona,61,17536.8308,24025.4582,0.18,4,12
6255,20160305,5,876,Persona,117,16779.5022,21981.1478,0.18,4,12
8060,20151129,5,440,Persona,64,17115.1125,24132.3086,0.18,4,12
8061,20151129,5,1168,Persona,101,17492.7954,25539.4814,0.18,4,12
8062,20151129,5,906,Persona,58,17594.3922,26391.5883,0.18,4,12
8063,20151129,5,425,Persona,167,18199.8904,27845.8323,0.18,4,12
9183,20150930,5,632,Persona,88,16966.7553,24432.1277,0.18,4,12
9184,20150930,5,642,Persona,32,17718.1692,26931.6172,0.18,4,12
9185,20150930,5,513,Persona,89,17104.9976,25315.3965,0.18,4,12
9186,20150930,5,1172,Persona,39,17190.856,26302.0097,0.18,4,12
9904,20150820,5,652,Persona,153,17178.9106,23019.7402,0.18,4,12
9905,20150820,5,381,Persona,24,17133.0786,25528.2871,0.18,4,12
9906,20150820,5,804,Persona,74,18009.6518,25933.8987,0.18,4,12
9907,20150820,5,372,Persona,107,17260.4854,23474.2601,0.18,4,12
9936,20150818,5,71,Persona,117,16779.5022,22987.918,0.18,4,12
9937,20150818,5,888,Persona,175,17766.5556,23984.85,0.18,4,12
9938,20150818,5,225,Persona,151,17111.3824,24811.5044,0.18,4,12
9939,20150818,5,732,Persona,147,17281.0986,24193.538,0.18,4,12
11014,20150627,5,923,Persona,4,17688.2122,27593.611,0.18,4,12
11015,20150627,5,1066,Persona,171,16709.9392,26067.5052,0.18,4,12
11016,20150627,5,1104,Persona,29,17691.8129,27068.4737,0.18,4,12
11017,20150627,5,929,Persona,114,17789.32,23659.7956,0.18,4,12
11256,20150612,5,566,Persona,107,17260.4854,25890.728,0.18,4,12
11257,20150612,5,304,Persona,115,18308.6794,28561.54,0.18,4,12
11258,20150612,5,783,Persona,106,17558.5944,25284.3759,0.18,4,12
11259,20150612,5,1179,Persona,139,17052.093,23531.8883,0.18,4,12
12242,20150418,5,23,Persona,21,17975.7649,23368.4943,0.18,4,12
12243,20150418,5,893,Persona,123,18127.1475,24834.1921,0.18,4,12
12244,20150418,5,460,Persona,37,17577.5046,27245.132,0.18,4,12
12245,20150418,5,241,Persona,5,17132.9538,27070.0671,0.18,4,12
12671,20150324,5,959,Persona,99,17414.9711,24555.1092,0.18,4,12
12672,20150324,5,470,Persona,139,17052.093,25066.5766,0.18,4,12
12673,20150324,5,723,Persona,134,17904.3146,24349.8679,0.18,4,12
12674,20150324,5,928,Persona,31,16480.0186,23731.2268,0.18,4,12
12904,20150311,5,713,Persona,21,17975.7649,28221.9508,0.18,4,12
12905,20150311,5,1154,Persona,89,17104.9976,23262.7968,0.18,4,12
12906,20150311,5,963,Persona,76,17616.371,27833.8663,0.18,4,12
12907,20150311,5,3,Persona,128,17474.2759,27434.6131,0.18,4,12
13043,20150302,5,953,Persona,152,16594.1316,22733.9604,0.18,4,12
13044,20150302,5,1029,Persona,69,17785.2776,26322.2109,0.18,4,12
13045,20150302,5,1109,Persona,163,17730.2222,24290.4044,0.18,4,12
13513,20150202,5,234,Persona,114,17789.32,27217.6596,0.18,4,12
13514,20150202,5,612,Persona,145,17365.5349,24659.0595,0.18,4,12
13515,20150202,5,1017,Persona,123,18127.1475,25740.5494,0.18,4,12
13516,20150202,5,833,Persona,5,17132.9538,25699.4308,0.18,4,12
13572,20150131,5,503,Persona,104,17345.1621,23242.5172,0.18,4,12
13573,20150131,5,1008,Persona,81,17382.9556,27638.8993,0.18,4,12
13574,20150131,5,446,Persona,12,17374.121,26582.4052,0.18,4,12
13575,20150131,5,57,Persona,158,17344.6449,27404.539,0.18,4,12
13651,20150127,5,237,Persona,75,16943.3838,26601.1125,0.18,4,12
13652,20150127,5,330,Persona,150,17594.2658,26039.5134,0.18,4,12
13653,20150127,5,892,Persona,10,16247.0667,22258.4813,0.18,4,12
13654,20150127,5,586,Persona,141,18733.9543,25103.4987,0.18,4,12
13897,20150115,5,356,Persona,85,17594.584,25512.1468,0.18,4,12
13898,20150115,5,931,Persona,152,16594.1316,23231.7843,0.18,4,12
13899,20150115,5,1054,Persona,68,17204.4696,27527.1513,0.18,4,12
13900,20150115,5,631,Persona,18,17472.3209,26383.2046,0.18,4,12
